Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
생활;에;변화,NEG,Low,Argument,POS
생활;의;편리,POS,Medium,Judgment,POS
생활;질;을,POS,Medium,Judgment,POS
생활고;도;더욱,NEG,High,Judgment,NEG
서;어;있,COMP,Medium,Speculation,POS
서;어;주,POS,Medium,Argument,POS
서로;엇;나가,NEG,Low,Judgment,NEG
서로;엇;나가는,NEG,Low,Judgment,NEG
서로;를;비추,POS,Medium,Judgment,POS
서른;에;우리,COMP,Medium,Speculation,POS
서명;에;동참,POS,Medium,Agreement,POS
서방;세계;에서,NEG,Medium,Argument,POS
서슴없이;지갑;을,POS,High,Judgment,POS
서예;의;근본,POS,Medium,Judgment,POS
서울;에;모이,NEUT,Low,Argument,POS
서울;지하철;미군,NEG,High,Judgment,NEG
석;을;주,NEG,Medium,Judgment,NEG
석가모니;는;종교인,NEUT,Medium,Argument,POS
선;과;색,POS,Medium,Judgment,POS
선구;적;이,POS,High,Judgment,POS
선전;은;어떻,NEG,Low,Argument,POS
선진국;그룹;으로서,POS,Medium,Judgment,POS
설계;에서;유사,NEG,High,Argument,POS
설;계;하,NEG,High,Argument,POS
설득;력;이,NEG,Medium,Judgment,NEG
설득;력;있,POS,Medium,Judgment,POS
설명;이;필요,POS,High,Argument,POS
섬;들;이,NEG,Medium,Argument,POS
섬;을;부수,COMP,Medium,Argument,POS
섬;을;잡아먹,COMP,Medium,Argument,POS
섬;세;하,POS,Medium,Judgment,POS
성과;절대;주의,POS,Medium,Judgment,POS
성;을;가지,POS,Medium,Argument,POS
성;을;갖,NEG,High,Judgment,NEG
성;을;높이,POS,Medium,Judgment,POS
성;을;다시금,POS,High,Judgment,POS
성;을;되찾,POS,Medium,Judgment,POS
성;을;상실,NEG,Medium,Judgment,NEG
성;을;이루,NEG,Medium,Argument,POS
성;을;지키,POS,Medium,Judgment,POS
성;을;지향,POS,Medium,Judgment,POS
성;이;낮,NEG,Medium,Judgment,NEG
성;이;높,NEG,Medium,Speculation,POS
성;이;있,NEUT,Medium,Argument,POS
성공;을;거두,POS,High,Judgment,POS
성과;로;꼽히,POS,Medium,Judgment,POS
성과;를;고객,POS,Medium,Argument,POS
성과;를;쌓,POS,Medium,Judgment,POS
성금;을;모으,POS,High,Judgment,POS
성명;을;내,NEG,Medium,Argument,POS
성숙;의;자리,POS,Medium,Judgment,POS
성지;로;삼,POS,Medium,Judgment,POS
성향;의도;를,POS,Medium,Intention,POS
세;얼굴;을,NEG,High,Judgment,NEG
세계;가;열리,POS,Medium,Argument,POS
세계;는;사람,NEG,Medium,Argument,POS
세계;를;가지,POS,Medium,Judgment,POS
세계;만큼;위대,POS,Medium,Argument,POS
세계;속;에서,POS,High,Judgment,POS
세계;적;으로,POS,Medium,Judgment,POS
세계;화;흐름,COMP,Medium,Argument,POS
세기;가장;성공,POS,Medium,Judgment,POS
세대;들;이,POS,Medium,Judgment,POS
세대;바람;이,POS,High,Judgment,POS
세련;미가;느끼,POS,Medium,Judgment,POS
세상;도;똑바로,NEG,High,Argument,POS
세상;에;하,NEG,High,Argument,POS
세상;에서가;장,POS,High,Judgment,POS
세상;의;모든,NEG,Medium,Argument,POS
세상;의;바짓가랑이,NEG,High,Argument,POS
세상;의;입,NEG,High,Argument,POS
세속;적;으로,NEG,Low,Argument,POS
셰익스피어;를;무덤,POS,Medium,Judgment,POS
소;개;하,POS,Medium,Judgment,POS
소극;적;이,NEG,High,Judgment,NEG
소녀;를;살리,POS,Medium,Argument,POS
소득;수준;이,NEG,Medium,Judgment,NEG
소리;를;들,NEG,Medium,Argument,POS
소문;마저;나돌,NEG,Medium,Judgment,NEG
소변;검사;로,NEG,Medium,Argument,POS
소변;으로;확인,NEG,Medium,Argument,POS
소비자;가격;의,POS,Medium,Judgment,POS
소비자;문제;로,NEG,Medium,Judgment,NEG
소설;집때;와,NEG,Low,Judgment,NEG
소송;을;제기,NEG,High,Judgment,NEG
소신;없이;눈치,NEG,Medium,Judgment,NEG
소용;이;없,NEG,Medium,Judgment,NEG
소위;발;전하,NEG,Medium,Argument,POS
소지;가;많,NEG,High,Judgment,NEG
소환;조차;않,NEG,High,Judgment,NEG
속;에;들어가,NEG,Medium,Judgment,NEG
속;에;빛,POS,Medium,Argument,POS
속;에서;그,POS,High,Judgment,POS
속;에서;미끼,NEG,Medium,Judgment,NEG
속;에서;비참,NEG,Medium,Judgment,NEG
속;내;를,COMP,Medium,Agreement,POS
속도;와;카메라,POS,Medium,Judgment,POS
속도;감;있,POS,Medium,Judgment,POS
속;하아;있,NEG,Medium,Argument,POS
손;에;쥐,POS,Medium,Judgment,POS
손;으로;입,NEG,Medium,Argument,POS
손;으로;전하,POS,Medium,Argument,POS
손;을;흔들,NEG,Medium,Judgment,NEG
손;꼽히는;국내,POS,Medium,Judgment,POS
손님;들;에게,POS,Medium,Judgment,POS
손목;의;골절,POS,Low,Argument,POS
손바닥;으로;하늘,NEUT,Medium,Judgment,NEUT
손발;이;마비,NEUT,Medium,Argument,POS
손쉽;게;의지,POS,Medium,Agreement,POS
송편;을;빚,POS,Medium,Argument,POS
수;는;없,NEG,Medium,Argument,POS
수;밖에;없,NONE,None,Others,POS
수;없;습니다,NEG,Medium,Argument,POS
수;없어;서,NEG,Medium,Emotion,NEG
수;있다;는,POS,Medium,Argument,POS
수;있다;는데,POS,Medium,Argument,POS
수;있;을,NONE,None,Speculation,POS
수;있;음,POS,Medium,Argument,POS
수;있지;만,NEG,Low,Judgment,NEG
수;놓;았,POS,Medium,Judgment,POS
수단;이;없,NEG,Medium,Judgment,NEG
수미산;을;백천,POS,High,Judgment,POS
수박;농사;에,POS,High,Judgment,POS
수배;를;받,NEG,Medium,Judgment,NEG
수;분과;다,NEG,Medium,Judgment,NEG
수십;배;를,POS,High,Judgment,POS
수요;가;많,POS,Medium,Judgment,POS
수요;가;크,POS,High,Judgment,POS
수;용;하,POS,Medium,Agreement,POS
수익;성;이,NEG,Medium,Judgment,NEG
수준;이;고르,NEG,Medium,Judgment,NEG
수줍;게;웃,POS,Medium,Judgment,POS
수퍼;초;울트라,POS,Medium,Argument,POS
순간;어둠;속,POS,Medium,Argument,POS
순례;자;가,NEG,Low,Judgment,NEG
숟가락;퍼;먹고,NEG,Medium,Argument,POS
술;을;마시,NEG,Medium,Judgment,NEG
숨어;지;내,NEG,Medium,Emotion,NEG
숫자;나라;의,NEG,Medium,Argument,POS
숭배;를;강요,NEG,Medium,Judgment,NEG
숱;한;폭력,NEG,High,Judgment,NEG
숲;을;걸,POS,Medium,Argument,POS
쉽;게;결심,NEG,Medium,Argument,POS
쉽;게;굳,POS,Low,Judgment,POS
쉽;게;말,NONE,None,Others,POS
쉽;게;찢어지,NEG,Medium,Judgment,NEG
쉽;므로;규정,POS,Medium,Argument,POS
쉽;은;바닥,POS,Medium,Argument,POS
쉽;지;않,NEG,Medium,Judgment,NEG
스럽;기;짝,NEG,High,Emotion,NEG
스럽;어;하,NEG,Medium,Judgment,NEG
스스로;전화;를,POS,Medium,Judgment,POS
스스로;하아;야,POS,Medium,Argument,POS
스스로;를;격려,POS,Medium,Argument,POS
스펙;터;클,POS,Medium,Judgment,POS
슬픔;의;눈물,NEG,Medium,Emotion,NEG
승부;를;걸,POS,Medium,Intention,POS
승진;하도;록,NEG,Medium,Judgment,NEG
시;되;지,NEUT,None,Judgment,NEUT
시각;이;대표,POS,Medium,Argument,POS
시각;이;생겨나,NEUT,Medium,Judgment,NEUT
시간;도;없,NEG,Medium,Judgment,NEG
시간;윤전기;노동자,NEG,Medium,Argument,POS
시간;을;망설이,NEG,High,Judgment,NEG
시간;정도;노래,POS,Medium,Judgment,POS
시기;가;있,NEG,Medium,Argument,POS
시나리오;를;쓰,NEUT,Low,Argument,POS
시대;로;뚫,POS,Medium,Argument,POS
시대;여성;들,POS,Medium,Judgment,POS
시선;이;두드러지,POS,Medium,Argument,POS
시설;을;갖추,POS,Medium,Judgment,POS
시인;의;바로,NEUT,Low,Judgment,NEUT
시;작;하,POS,Medium,Argument,POS
시장;개척;에,POS,Medium,Argument,POS
시장;이대;여,NEG,Medium,Argument,POS
시절;부터;줄곧,NEG,Medium,Argument,POS
시절;은;가,NEG,Medium,Argument,POS
시절;추억;떠오르,POS,Medium,Emotion,POS
시집;갈피;마다,POS,Medium,Judgment,POS
시집;을;보,NEG,Medium,Argument,POS
시키;고;싶,POS,Medium,Argument,POS
시키는;걸림;돌,NEG,Medium,Judgment,NEG
식물;을;생각,NEUT,Medium,Argument,POS
식민;화;전략,NEG,Medium,Judgment,NEG
식민;화;프로젝트,NEG,Medium,Argument,POS
식탁;을;점령,NEG,Medium,Judgment,NEG
식품;이;우리,NEG,Medium,Judgment,NEG
신;나;게,POS,Medium,Emotion,POS
신기;가;무대,POS,Medium,Judgment,POS
신동;으로;알리,POS,Medium,Judgment,POS
신라;의중;요,POS,Medium,Judgment,POS
신문;을;입,POS,Medium,Argument,POS
신속히;대응;하,POS,Medium,Judgment,POS
신화;를;만들,POS,Medium,Judgment,POS
신화;적;인식,POS,Medium,Judgment,POS
실;감;하,POS,Medium,Judgment,POS
실로;어처구니;없,NEG,High,Judgment,NEG
실로;유감;스럽,NEG,High,Emotion,NEG
실마리;를;제공,POS,Medium,Judgment,POS
실명;제;위반,NEG,Medium,Judgment,NEG
실상;을;입,NEG,Medium,Judgment,NEG
실용;적;이,POS,Medium,Judgment,POS
실정;에;대하,POS,Low,Argument,POS
실천;하아;야,POS,Medium,Argument,POS
실패;자;이,NEG,Low,Argument,POS
실패;자;이다,NEG,Low,Argument,POS
실현;을;뜻,POS,Medium,Argument,POS
싫증;을;내,NEG,Medium,Judgment,NEG
심각;성;을,NEG,High,Judgment,NEG
심리;를;담,NEUT,Low,Argument,POS
심부전증;등심;장,NEUT,Medium,Argument,POS
심화;시키;고,POS,Medium,Argument,POS
싶다;는;욕심,NEG,Low,Argument,POS
싸구려;로;둔갑,NEG,Medium,Intention,POS
싸;늘;하,NEG,High,Judgment,NEG
싸움;을;일으키,NEG,Medium,Judgment,NEG
쏠;쏠;하,POS,Medium,Judgment,POS
쏴;아;아,POS,Medium,Emotion,POS
쓰;거나;인터뷰,NEG,High,Judgment,NEG
쓰러지;지;않,POS,High,Intention,POS
씁;쓸;하,NEG,High,Emotion,NEG
씁;쓸;함,NEG,High,Emotion,NEG
아;결국;죽,NEG,Medium,Judgment,NEG
아;고통;을,NEG,Medium,Judgment,NEG
아;관심;이,POS,Low,Argument,POS
아;교육;을,NEG,Medium,Argument,POS
아;그래;나,POS,Medium,Argument,POS
아;나;약하,POS,Medium,Argument,POS
아;다시;시작,POS,Medium,Judgment,POS
아;머리;도,NEG,Low,Argument,POS
아;머리;를,NEG,Low,Argument,POS
아;먹;을,NEG,Medium,Argument,POS
아버;리;고,NEG,Medium,Argument,POS
아;보아;라,POS,Medium,Argument,POS
아보;이;지,NEG,Medium,Judgment,NEG
아;살길;을,POS,Medium,Argument,POS
아;상의;도,POS,Low,Argument,POS
아스스;로;하,POS,Medium,Argument,POS
아;약;을,NEG,Medium,Argument,POS
아역;시;이색,POS,Medium,Judgment,POS
아;우리말;로,POS,Medium,Argument,POS
아;이런;저런,POS,Medium,Argument,POS
아주;어;서,NEG,Medium,Judgment,NEG
아;중국;과,POS,Low,Argument,POS
아;한;숟가락,NEG,Medium,Argument,POS
아;훨씬;떨어지,NEG,High,Judgment,NEG
아닌;가;하,NEG,High,Judgment,NEG
아니;면;절대,POS,High,Judgment,POS
아니;지만;연극,POS,Medium,Argument,POS
아들;도;낳,NEG,Medium,Argument,POS
아름답;게;성취,POS,High,Judgment,POS
아름답;다는;칭찬,NEG,Medium,Argument,POS
아마;그때;이,POS,Medium,Argument,POS
아;무것;도,NEG,High,Argument,POS
아;무;나,POS,High,Judgment,POS
아;무;나하,POS,High,Judgment,POS
아;무도;저,NEG,Medium,Argument,POS
아무런;보;탬,NEG,High,Judgment,NEG
아무런;응답;이,NEUT,Low,Argument,NEUT
아무런;제한;이,NEG,Medium,Judgment,NEG
아버지;공장장;님,NEG,Medium,Argument,POS
아;선;관심,NEG,Low,Judgment,NEG
아;서는;안,NEG,High,Judgment,NEUT
아;서하;는,POS,Medium,Intention,POS
아쉬움;으로;남,NEG,Medium,Judgment,NEG
아시아;작가;상,POS,Medium,Judgment,POS
아시아;지역;으로,NEUT,Low,Argument,POS
아야;되니;까,NEG,Low,Argument,POS
아야;한;다,POS,Medium,Argument,POS
아야;한;다고,NEG,Medium,Argument,POS
아예;거;부하,NEG,High,Agreement,NEG
아이;들;에,POS,Medium,Judgment,POS
아이;들;에게,POS,Medium,Argument,POS
아이;들;을,NEG,Medium,Argument,POS
아이;들;의,POS,Medium,Judgment,POS
아이;들;이,POS,Medium,Judgment,POS
아이;들;하고,NEG,Low,Argument,POS
아이;마음;에,NEG,Medium,Judgment,NEG
아이러니;를;낳,NEG,Medium,Judgment,NEG
아주;반응;이,POS,Medium,Argument,POS
아직;자리;를,NEG,Medium,Argument,POS
아직;확실히;밝히,NEG,Medium,Judgment,NEG
아파트;숲;을,NEG,Medium,Judgment,NEG
아프;아;약,NEG,Medium,Argument,POS
악기;를;구입,NEG,Medium,Judgment,NEG
악수;를;청,POS,Medium,Emotion,POS
악절;의;확대,POS,High,Judgment,POS
안;들;이고,NEG,Medium,Judgment,NEG
안;한;다,NEUT,Medium,Intention,POS
안;하;았,NEG,Medium,Intention,NEG
안;에서;작품,NEUT,Low,Argument,POS
안개;와;같,NEUT,Medium,Judgment,NEUT
안방;요리학;원,POS,Medium,Judgment,POS
안보;태세;를,POS,Medium,Judgment,POS
안절부절;못;하,POS,High,Emotion,POS
않는;우;리,POS,Medium,Argument,POS
않으;면;아름답,NEG,Medium,Argument,POS
않으;면;안,POS,High,Argument,POS
않으;면;얼마,POS,Medium,Argument,POS
않;을;수,NEUT,High,Judgment,POS
않;을까;싶,NONE,None,Judgment,POS
알;고;다가가,POS,Medium,Argument,POS
알;고;있,NEG,Low,Agreement,POS
알;기;쉽,POS,Medium,Judgment,POS
알;십;니까,NEG,Medium,Argument,POS
알뜰히;살;아야,NEG,Medium,Argument,POS
알리어;야만;하,COMP,Medium,Argument,POS
암흑;의;시대,POS,Medium,Argument,POS
압도;적;이,NEG,Medium,Judgment,NEG
압도;적;지지,POS,High,Judgment,POS
았;는;데,NEUT,Medium,Argument,POS
았;는;데배,POS,Medium,Argument,POS
았;는;지,POS,High,Judgment,POS
았;는;지를,POS,High,Judgment,POS
았;다는;말,NEG,High,Emotion,NEG
았;던;것,NONE,None,Others,POS
았;어;요,POS,Medium,Argument,POS
앞;에나;서,NEG,Low,Argument,POS
앞;에서;바느질,NEUT,Low,Argument,POS
앞;으로;항균,POS,Medium,Argument,POS
애니메이션;계;에서,POS,Medium,Judgment,POS
애;용;하,POS,Medium,Judgment,POS
애;타게;그리,POS,Medium,Emotion,POS
액수;만;환불,NEG,Medium,Judgment,NEG
앱;시;다,NEG,Medium,Argument,POS
약;을;먹,NEG,Medium,Argument,POS
약간;의;쓸쓸,COMP,Low,Emotion,COMP
약간;의;편안,COMP,Low,Emotion,COMP
약혼;까지;하,NEG,High,Emotion,NEG
양;어깨;에,POS,High,Judgment,POS
양보;가;없,NEG,Medium,Judgment,NEG
양상;을;보이,NEG,Low,Judgment,NEG
양심;의;가책,NEG,Medium,Argument,POS
양탄자;는;습기,POS,Medium,Argument,POS
얘기;꽃;을,POS,High,Emotion,POS
얘기;들;을,POS,Medium,Argument,POS
얘기;를;들,NEG,Medium,Argument,POS
어;모두;그러,NEG,Medium,Argument,POS
어마;음;을,COMP,Medium,Agreement,POS
어미;국;은,NEG,Medium,Argument,POS
어;반드시;혈액,NEG,Medium,Argument,POS
어;버리;시,POS,Medium,Argument,POS
어보;상;을,NEG,Low,Argument,POS
어보;이;지,POS,High,Judgment,POS
어;생활;비디오,NEG,Medium,Argument,POS
어;입술;빨,NEG,Medium,Argument,POS
어;있;을까,COMP,Medium,Speculation,POS
어느;것;이,NONE,None,Others,POS
어느;곳;에,COMP,Medium,Speculation,POS
어느;정도;확신,POS,Low,Agreement,POS
어느;한;지점,NEG,Low,Argument,POS
어느;한가지;주장,NEG,Medium,Judgment,NEG
어둠;속;에,POS,Medium,Argument,POS
어둠;은;저절로,POS,Medium,Judgment,POS
어디;로;가,NEG,Medium,Argument,POS
어디;에;있,COMP,Medium,Speculation,POS
어떤;남자;도,NEG,Medium,Argument,POS
어떤;불법;도,NEG,High,Judgment,NEG
어떤;악절;의,POS,High,Judgment,POS
어떤;얼굴;로,COMP,Medium,Speculation,POS
어떻;게;든,NONE,None,Others,POS
어려움;을;극복,POS,Medium,Judgment,POS
어려움;이;가장,NEG,Medium,Judgment,NEG
어렵;게;하,NEG,Medium,Judgment,NEG
어렵;었;을,NEG,Medium,Argument,POS
어렵;지;않,POS,Low,Judgment,POS
어리어;서;부터,NEG,Medium,Argument,POS
어리광;을;피우,NEG,Medium,Argument,POS
어린이;들;까지,POS,Medium,Judgment,POS
어린이;들;상상,POS,Medium,Judgment,POS
어린이;들;에게,POS,Low,Judgment,POS
어린이;들;은,NEUT,Low,Argument,POS
어머니;를;양,POS,High,Judgment,POS
어머니;젖;에,NEG,Low,Judgment,NEG
어서;고립무원;속,NEG,Medium,Judgment,NEG
어서;그동안;못,POS,Medium,Judgment,POS
어서;는;안,NEG,Medium,Judgment,NEUT
어서;부터;나,NEG,Medium,Argument,POS
어;야;만하,COMP,Medium,Argument,POS
어요;지겹;어요,NEG,Medium,Argument,POS
어우러;지어;열매,POS,Medium,Argument,POS
억지;와;궤변,NEG,High,Judgment,NEG
언제;여자;와,NEG,High,Emotion,NEG
얼굴;뒤;에,POS,Medium,Judgment,POS
얼굴;을;가지,NEG,High,Judgment,NEG
얼마나;오랜;사색,POS,High,Judgment,POS
얼마나;오랜;시간,NEG,High,Judgment,NEG
얼마나;유효;하,POS,Medium,Judgment,POS
얼마나;종류;가,POS,Medium,Argument,POS
얼마나;좋;습니까,POS,Medium,Argument,POS
얼마나;지난;하,NEG,High,Judgment,NEG
얼;싸;안,POS,High,Emotion,POS
얽매;이;지,POS,Medium,Judgment,POS
엄마;가;하,NEG,Medium,Argument,POS
엄마;를;이해,NEG,Medium,Argument,POS
엄밀;히;말,NONE,None,Others,POS
업무;가;단절,NEG,Medium,Judgment,NEG
업무;좌절;감,NEG,Medium,Judgment,NEG
없는;위기;감,NEG,High,Emotion,NEG
없는;초;미,COMP,High,Judgment,COMP
없;답;니다,NEG,Medium,Argument,POS
없어;야;겠,NEG,Medium,Intention,POS
없으;나;앞,POS,Medium,Argument,POS
없;을;때,POS,Medium,Judgment,POS
없;을;만큼,NONE,None,Others,POS
없;을;수,NEG,High,Speculation,POS
없이;눈치;만,NEG,Medium,Judgment,NEG
없이;일;하,POS,Low,Argument,POS
없이;좌수;로,NEG,Medium,Argument,POS
없이;추락;하,NEG,High,Judgment,NEG
엇;나가는;양상,NEG,Low,Judgment,NEG
었;고;나중,POS,Medium,Argument,POS
었;고;면허,POS,Low,Argument,POS
었;던;유학,POS,Medium,Argument,POS
었;지만;장주,NEUT,Medium,Argument,NEUT
었;지만;지나,POS,Medium,Judgment,POS
에;갑자기;호흡,NEUT,Medium,Argument,POS
에;고통;을,NEG,Medium,Judgment,NEG
에;과거;로,NEUT,Medium,Argument,POS
에;궁;중,NEG,Low,Argument,POS
에;꿀;단지,NEG,Medium,Argument,POS
에;달;하,NEG,High,Judgment,NEG
에;대하;아,POS,Low,Argument,POS
에;도움;을,POS,Medium,Judgment,POS
에;도움;이,POS,Medium,Judgment,POS
에;돌;을,NEG,Medium,Argument,POS
에;두르;고,POS,Low,Argument,POS
에;들;치,POS,High,Judgment,POS
에;따르;면,NONE,None,Argument,POS
에;따르;아,POS,Low,Argument,POS
에;많이;관여,NEUT,Low,Argument,POS
에;백화점;등,POS,Medium,Argument,POS
에;변화;가,NEG,Low,Argument,POS
에;별도;의,POS,Medium,Argument,POS
에;본격;적,POS,Medium,Argument,POS
에;비;하,NEG,High,Judgment,NEG
에;빛;이,POS,Medium,Argument,POS
에;살;고,NEUT,Low,Argument,POS
에서;로;자랑,POS,Medium,Argument,POS
에서;로;를,NEG,Medium,Argument,POS
에;손색;없,POS,High,Judgment,POS
에;스스로;전화,POS,Medium,Judgment,POS
에;시;달리,NEG,High,Emotion,NEG
에;알;지,NEG,Medium,Judgment,NEG
에;어떤;얼굴,COMP,Medium,Speculation,POS
에;얽매;이,POS,Medium,Judgment,POS
에;올;리기,NEG,Medium,Judgment,NEG
에;위치;를,POS,Medium,Argument,POS
에;있;을까,COMP,Medium,Speculation,POS
에;적응력;이,NEG,Medium,Judgment,NEG
에;정지선;을,NEG,Medium,Judgment,NEG
에;주위;사람,NEG,Medium,Judgment,NEG
에;통증;이,NEUT,Medium,Argument,POS
에피;어;나,POS,Medium,Judgment,POS
에;하나;의,POS,Medium,Argument,POS
에;휩싸;이,NEG,High,Emotion,NEG
에;흙탕물;튀,NEG,High,Argument,POS
에게;간신히;매달리,NEG,Medium,Argument,POS
에게;먹;을,POS,Low,Judgment,POS
에게;소개;하,POS,Medium,Argument,POS
에게;알리;어야만,COMP,Medium,Argument,POS
에게;의심;받,NEG,Medium,Judgment,NEG
에게;적극;적,POS,Medium,Judgment,POS
에게;현실;이,COMP,Medium,Argument,POS
에서;가장;솔직,POS,High,Judgment,POS
에서;가장;좋,POS,High,Judgment,POS
에;서구;하,POS,Medium,Judgment,POS
에서;그;가,POS,High,Judgment,POS
에서;깨;었,NEUT,Medium,Argument,NEUT
에서;미끼;가,NEG,Medium,Judgment,NEG
에서;미술;인,COMP,Medium,Argument,POS
에서;미술;인들,COMP,Medium,Argument,POS
에서;바느질;을,NEUT,Low,Argument,POS
에서;벗어;나,POS,Medium,Judgment,POS
에서;불러;오,POS,Medium,Judgment,POS
에서;불러;올,POS,Medium,Judgment,POS
에서;영화;작업,NEUT,Low,Argument,POS
에서;욕;튀어나오,NEG,High,Argument,POS
에서;잔뼈;가,POS,Medium,Judgment,POS
에서;재;해석,COMP,Medium,Judgment,COMP
에서;편모;들,NEG,Medium,Argument,POS
에서;항상;태극기,POS,Medium,Argument,POS
에어로빅;비디오;가,POS,Low,Judgment,POS
여;연민;의,NEG,Medium,Argument,POS
여;달러;에,POS,Medium,Judgment,POS
여기;에;하나,POS,Medium,Argument,POS
여러;사람;을,POS,Medium,Judgment,POS
여론;이;거세,POS,High,Argument,POS
여백;을;더,POS,Medium,Argument,POS
여부;도;확인,NEG,Medium,Judgment,NEG
여성;계;가,POS,Medium,Argument,POS
여성;들;보다,POS,Medium,Judgment,POS
여성;들;의,POS,Medium,Judgment,POS
여성;문제;들,NEG,Medium,Argument,POS
여성;에;대하,NEG,High,Judgment,NEG
여성;위원;참여,POS,Medium,Argument,POS
여성;의;심리,NEUT,Low,Argument,POS
여성;임금;남성,POS,Low,Argument,POS
여성;질환;많,NEG,Low,Judgment,NEG
여성;채용;꺼리,NEG,Medium,Argument,POS
여성;환자;들,NEG,Low,Argument,POS
여유;가;생기,POS,Medium,Argument,POS
여자;는;어리,NEG,Medium,Argument,POS
여자;는;욕망,NEG,Low,Argument,POS
여자;와;사귀,NEG,High,Emotion,NEG
여지;없이;드러나,NEG,High,Judgment,NEG
여지;껏;힘겹,NEG,Medium,Argument,POS
역사;가;짧,NEG,Medium,Judgment,NEG
역사;의;현재,POS,Low,Argument,POS
역사;적;이,POS,Medium,Judgment,POS
역설;적;이,NEG,Medium,Judgment,NEG
역시;이색;적,POS,Medium,Judgment,POS
역시;한국;적,NEUT,Low,Argument,POS
연구;를;본격,POS,Low,Judgment,POS
연구;를;읽,NEUT,Low,Argument,POS
연극;이;공포,POS,Medium,Argument,POS
연기;에;대하,POS,Medium,Argument,POS
연기;연습;을,POS,Medium,Argument,POS
연기;하아;야,POS,Medium,Argument,POS
연기;파;배우,POS,Medium,Judgment,POS
연습;을;하,POS,Medium,Argument,POS
열;을;올리,POS,Medium,Intention,POS
열;두;곡,NEG,Medium,Argument,POS
열어;야;하,POS,Medium,Argument,POS
열망;적도;보다,POS,Medium,Argument,POS
열쇠;처럼;보이,POS,Medium,Judgment,POS
영감;의원;천,POS,Medium,Judgment,POS
영욕;을;함께,COMP,Medium,Judgment,COMP
영원히;풀리;지,POS,Medium,Argument,POS
영혼;들;의,NEG,Medium,Judgment,NEG
영혼;에;이르,POS,Medium,Judgment,POS
영혼;의;지진,POS,Medium,Judgment,POS
영화;를;방불,POS,High,Judgment,POS
영화;를;보,POS,Medium,Judgment,POS
영화;를;제치,POS,Medium,Judgment,POS
영화;에;대하,POS,Low,Argument,POS
영화;와;연기,POS,Medium,Argument,POS
영화;작업;을,NEG,Low,Argument,POS
영화;출연;도,NEG,Low,Argument,POS
예;를;들,NEG,Medium,Argument,POS
예수;나;석가모니,NEUT,Medium,Argument,POS
예술;성;을,NEG,Medium,Argument,POS
예술;을;입히,POS,Medium,Judgment,POS
예술;의;정취,POS,Medium,Judgment,POS
예술;적;이,POS,Medium,Judgment,POS
예술의전당;관계자;들,NEG,Medium,Judgment,NEG
예술;품;을,NEG,Medium,Argument,POS
예전;의;활기,POS,Medium,Judgment,POS
옛;말씀;을,POS,Medium,Judgment,POS
옛;시절;추억,POS,Medium,Emotion,POS
옛글;은;자꾸,NEG,Medium,Argument,POS
오랜;사색;을,POS,High,Judgment,POS
오랜;시간;을,NEG,High,Judgment,NEG
오른;손목;의,POS,Low,Argument,POS
오히려;건강;이,POS,Medium,Argument,POS
오히려;훨씬;더,POS,Medium,Judgment,POS
옥살이;를;하,POS,Medium,Intention,POS
온;가족;이,POS,Medium,Judgment,POS
온통;다리;를,NEG,Low,Judgment,NEG
올리;게;되,POS,Medium,Judgment,POS
올;리기;가,NEG,Medium,Judgment,NEG
옷;잘;입,POS,Medium,Judgment,POS
와;현실;을,POS,Medium,Argument,POS
와;관심;이,POS,Medium,Emotion,POS
와;궤변;으로,NEG,High,Judgment,NEG
와;뭇;벌레,NEUT,Low,Argument,POS
와;사회;의,NEG,High,Judgment,POS
와;삶;의,POS,Medium,Judgment,POS
와;생선;을,NEUT,Medium,Argument,POS
와;암흑;의,POS,Medium,Argument,POS
와;연기;에,POS,Medium,Argument,POS
와;정신;을,NEG,Low,Judgment,NEG
와;채소;를,POS,Medium,Judgment,POS
와카;메라;움직임,POS,Medium,Judgment,POS
와;환호;를,POS,Medium,Judgment,POS
와;따로;식물,NEUT,Medium,Argument,POS
와;사귀;고,NEG,High,Emotion,NEG
완전히;자기;들,POS,Medium,Judgment,POS
왕년;의;전투,POS,Low,Judgment,POS
외국;에;비,NEG,High,Judgment,NEG
외길;인생;을,POS,Low,Judgment,POS
외롭;었;던,POS,Medium,Argument,POS
외제;에;손색,POS,High,Judgment,POS
요리학;원;을,POS,Medium,Judgment,POS
요원;들;이,POS,Low,Argument,POS
요지경;의;연속,NEG,Medium,Judgment,NEG
욕망;을;유지,NEG,Low,Argument,POS
욕망;이서;로,NEG,Low,Judgment,NEG
욕심;쟁이;곰,NEG,Medium,Argument,POS
욕심;내;고하,POS,Medium,Argument,POS
용;인;되,NEG,Medium,Judgment,NEG
용품;교환;전,POS,Medium,Argument,POS
우려;가;나오,NEG,Medium,Argument,POS
우려;가;있,NEG,Medium,Emotion,NEG
우려;를;하,NEG,Medium,Emotion,NEG
우려;의;눈,NEG,Medium,Judgment,NEG
우려;의;목소리,NEG,High,Emotion,NEG
우리;고유;건축,POS,Medium,Judgment,POS
우리;들;앞,NEG,Medium,Argument,POS
우리;들;의,POS,Medium,Argument,POS
우리;를;잡,NEG,Medium,Argument,POS
우리;모;두발,POS,Medium,Intention,POS
우리;삶;의,POS,Medium,Argument,POS
우리;식탁;을,NEG,Medium,Judgment,NEG
